"category","reviews_count","rating","number_of_apps","percentage"
"Marketing",125,4,1,0.09
"Marketing",141,4,1,0.09
"Marketing",3,4.1,2,0.19
"Marketing",5,4.1,2,0.19
"Marketing",19,4.1,2,0.19
"Marketing",6,4.1,1,0.09
"Marketing",7,4.1,1,0.09
"Marketing",13,4.1,1,0.09
"Marketing",15,4.1,1,0.09
"Marketing",20,4.1,1,0.09
"Marketing",21,4.1,1,0.09
"Marketing",24,4.1,1,0.09
"Marketing",34,4.1,1,0.09
"Marketing",38,4.1,1,0.09
"Marketing",40,4.1,1,0.09
"Marketing",41,4.1,1,0.09
"Marketing",53,4.1,1,0.09
"Marketing",64,4.1,1,0.09
"Marketing",87,4.1,1,0.09
"Marketing",93,4.1,1,0.09
"Marketing",117,4.1,1,0.09
"Marketing",129,4.1,1,0.09
"Marketing",137,4.1,1,0.09
"Marketing",397,4.1,1,0.09
"Marketing",1702,4.1,1,0.09
"Marketing",6,4.2,2,0.19
"Marketing",2,4.2,1,0.09
"Marketing",5,4.2,1,0.09
"Marketing",11,4.2,1,0.09
"Marketing",12,4.2,1,0.09
"Marketing",17,4.2,1,0.09
"Marketing",23,4.2,1,0.09
"Marketing",24,4.2,1,0.09
"Marketing",47,4.2,1,0.09
"Marketing",48,4.2,1,0.09
"Marketing",57,4.2,1,0.09
"Marketing",104,4.2,1,0.09
"Marketing",107,4.2,1,0.09
"Marketing",198,4.2,1,0.09
"Marketing",200,4.2,1,0.09
"Marketing",205,4.2,1,0.09
"Marketing",212,4.2,1,0.09
"Marketing",582,4.2,1,0.09
"Marketing",6,4.3,2,0.19
"Marketing",7,4.3,2,0.19
"Marketing",29,4.3,2,0.19
"Marketing",8,4.3,1,0.09
"Marketing",15,4.3,1,0.09
"Marketing",16,4.3,1,0.09
"Marketing",21,4.3,1,0.09
"Marketing",25,4.3,1,0.09
"Marketing",27,4.3,1,0.09
"Marketing",30,4.3,1,0.09
"Marketing",40,4.3,1,0.09
"Marketing",46,4.3,1,0.09
"Marketing",47,4.3,1,0.09
"Marketing",58,4.3,1,0.09
"Marketing",70,4.3,1,0.09
"Marketing",90,4.3,1,0.09
"Marketing",132,4.3,1,0.09
"Marketing",186,4.3,1,0.09
"Marketing",209,4.3,1,0.09
"Marketing",503,4.3,1,0.09
"Marketing",1010,4.3,1,0.09
"Marketing",1082,4.3,1,0.09
"Marketing",1487,4.3,1,0.09
"Marketing",216,4.4,2,0.19
"Marketing",4,4.4,1,0.09
"Marketing",7,4.4,1,0.09
"Marketing",24,4.4,1,0.09
"Marketing",29,4.4,1,0.09
"Marketing",33,4.4,1,0.09
"Marketing",53,4.4,1,0.09
"Marketing",57,4.4,1,0.09
"Marketing",61,4.4,1,0.09
"Marketing",91,4.4,1,0.09
"Marketing",166,4.4,1,0.09
"Marketing",171,4.4,1,0.09
"Marketing",183,4.4,1,0.09
"Marketing",214,4.4,1,0.09
"Marketing",276,4.4,1,0.09
"Marketing",329,4.4,1,0.09
"Marketing",404,4.4,1,0.09
"Marketing",693,4.4,1,0.09
"Marketing",1476,4.4,1,0.09
"Marketing",2,4.5,3,0.28
"Marketing",42,4.5,3,0.28
"Marketing",8,4.5,2,0.19
"Marketing",25,4.5,2,0.19
"Marketing",50,4.5,2,0.19
"Marketing",318,4.5,2,0.19
"Marketing",4,4.5,1,0.09
"Marketing",5,4.5,1,0.09
"Marketing",6,4.5,1,0.09
"Marketing",7,4.5,1,0.09
"Marketing",9,4.5,1,0.09
"Marketing",17,4.5,1,0.09
"Marketing",28,4.5,1,0.09
"Marketing",29,4.5,1,0.09
"Marketing",34,4.5,1,0.09
"Marketing",57,4.5,1,0.09
"Marketing",58,4.5,1,0.09
"Marketing",59,4.5,1,0.09
"Marketing",64,4.5,1,0.09
"Marketing",69,4.5,1,0.09
"Marketing",81,4.5,1,0.09
"Marketing",98,4.5,1,0.09
"Marketing",100,4.5,1,0.09
"Marketing",144,4.5,1,0.09
"Marketing",147,4.5,1,0.09
"Marketing",169,4.5,1,0.09
"Marketing",209,4.5,1,0.09
"Marketing",230,4.5,1,0.09
"Marketing",288,4.5,1,0.09
"Marketing",299,4.5,1,0.09
"Marketing",300,4.5,1,0.09
"Marketing",390,4.5,1,0.09
"Marketing",444,4.5,1,0.09
"Marketing",665,4.5,1,0.09
"Marketing",1212,4.5,1,0.09
"Marketing",1289,4.5,1,0.09
"Marketing",1345,4.5,1,0.09
"Marketing",24,4.6,3,0.28
"Marketing",12,4.6,2,0.19
"Marketing",13,4.6,2,0.19
"Marketing",21,4.6,2,0.19
"Marketing",23,4.6,2,0.19
"Marketing",49,4.6,2,0.19
"Marketing",6,4.6,1,0.09
"Marketing",7,4.6,1,0.09
"Marketing",8,4.6,1,0.09
"Marketing",9,4.6,1,0.09
"Marketing",10,4.6,1,0.09
"Marketing",14,4.6,1,0.09
"Marketing",15,4.6,1,0.09
"Marketing",19,4.6,1,0.09
"Marketing",27,4.6,1,0.09
"Marketing",46,4.6,1,0.09
"Marketing",54,4.6,1,0.09
"Marketing",63,4.6,1,0.09
"Marketing",70,4.6,1,0.09
"Marketing",71,4.6,1,0.09
"Marketing",100,4.6,1,0.09
"Marketing",102,4.6,1,0.09
"Marketing",110,4.6,1,0.09
"Marketing",119,4.6,1,0.09
"Marketing",123,4.6,1,0.09
"Marketing",147,4.6,1,0.09
"Marketing",150,4.6,1,0.09
"Marketing",204,4.6,1,0.09
"Marketing",209,4.6,1,0.09
"Marketing",266,4.6,1,0.09
"Marketing",572,4.6,1,0.09
"Marketing",581,4.6,1,0.09
"Marketing",625,4.6,1,0.09
"Marketing",669,4.6,1,0.09
"Marketing",827,4.6,1,0.09
"Marketing",966,4.6,1,0.09
"Marketing",2255,4.6,1,0.09
"Marketing",3322,4.6,1,0.09
"Marketing",3566,4.6,1,0.09
"Marketing",4033,4.6,1,0.09
"Marketing",24303,4.6,1,0.09
"Marketing",6,4.7,2,0.19
"Marketing",21,4.7,2,0.19
"Marketing",39,4.7,2,0.19
"Marketing",68,4.7,2,0.19
"Marketing",116,4.7,2,0.19
"Marketing",3,4.7,1,0.09
"Marketing",4,4.7,1,0.09
"Marketing",5,4.7,1,0.09
"Marketing",9,4.7,1,0.09
"Marketing",12,4.7,1,0.09
"Marketing",16,4.7,1,0.09
"Marketing",18,4.7,1,0.09
"Marketing",26,4.7,1,0.09
"Marketing",27,4.7,1,0.09
"Marketing",28,4.7,1,0.09
"Marketing",32,4.7,1,0.09
"Marketing",33,4.7,1,0.09
"Marketing",35,4.7,1,0.09
"Marketing",37,4.7,1,0.09
"Marketing",40,4.7,1,0.09
"Marketing",43,4.7,1,0.09
"Marketing",44,4.7,1,0.09
"Marketing",46,4.7,1,0.09
"Marketing",57,4.7,1,0.09
"Marketing",63,4.7,1,0.09
"Marketing",69,4.7,1,0.09
"Marketing",74,4.7,1,0.09
"Marketing",84,4.7,1,0.09
"Marketing",128,4.7,1,0.09
"Marketing",145,4.7,1,0.09
"Marketing",216,4.7,1,0.09
"Marketing",223,4.7,1,0.09
"Marketing",245,4.7,1,0.09
"Marketing",257,4.7,1,0.09
"Marketing",267,4.7,1,0.09
"Marketing",277,4.7,1,0.09
"Marketing",297,4.7,1,0.09
"Marketing",300,4.7,1,0.09
"Marketing",333,4.7,1,0.09
"Marketing",335,4.7,1,0.09
"Marketing",347,4.7,1,0.09
"Marketing",385,4.7,1,0.09
"Marketing",405,4.7,1,0.09
"Marketing",436,4.7,1,0.09
"Marketing",485,4.7,1,0.09
"Marketing",491,4.7,1,0.09
"Marketing",656,4.7,1,0.09
"Marketing",686,4.7,1,0.09
"Marketing",829,4.7,1,0.09
"Marketing",876,4.7,1,0.09
"Marketing",914,4.7,1,0.09
"Marketing",1025,4.7,1,0.09
"Marketing",1682,4.7,1,0.09
"Marketing",1835,4.7,1,0.09
"Marketing",2133,4.7,1,0.09
"Marketing",2173,4.7,1,0.09
"Marketing",2218,4.7,1,0.09
"Marketing",3506,4.7,1,0.09
"Marketing",3697,4.7,1,0.09
"Marketing",5,4.8,4,0.37
"Marketing",11,4.8,2,0.19
"Marketing",17,4.8,2,0.19
"Marketing",18,4.8,2,0.19
"Marketing",27,4.8,2,0.19
"Marketing",35,4.8,2,0.19
"Marketing",77,4.8,2,0.19
"Marketing",9,4.8,1,0.09
"Marketing",13,4.8,1,0.09
"Marketing",15,4.8,1,0.09
"Marketing",16,4.8,1,0.09
"Marketing",25,4.8,1,0.09
"Marketing",26,4.8,1,0.09
"Marketing",28,4.8,1,0.09
"Marketing",29,4.8,1,0.09
"Marketing",30,4.8,1,0.09
"Marketing",37,4.8,1,0.09
"Marketing",38,4.8,1,0.09
"Marketing",39,4.8,1,0.09
"Marketing",40,4.8,1,0.09
"Marketing",41,4.8,1,0.09
"Marketing",42,4.8,1,0.09
"Marketing",44,4.8,1,0.09
"Marketing",49,4.8,1,0.09
"Marketing",50,4.8,1,0.09
"Marketing",62,4.8,1,0.09
"Marketing",72,4.8,1,0.09
"Marketing",82,4.8,1,0.09
"Marketing",83,4.8,1,0.09
"Marketing",84,4.8,1,0.09
"Marketing",87,4.8,1,0.09
"Marketing",89,4.8,1,0.09
"Marketing",94,4.8,1,0.09
"Marketing",97,4.8,1,0.09
"Marketing",115,4.8,1,0.09
"Marketing",116,4.8,1,0.09
"Marketing",117,4.8,1,0.09
"Marketing",119,4.8,1,0.09
"Marketing",130,4.8,1,0.09
"Marketing",141,4.8,1,0.09
"Marketing",197,4.8,1,0.09
"Marketing",284,4.8,1,0.09
"Marketing",306,4.8,1,0.09
"Marketing",354,4.8,1,0.09
"Marketing",382,4.8,1,0.09
"Marketing",402,4.8,1,0.09
"Marketing",430,4.8,1,0.09
"Marketing",442,4.8,1,0.09
"Marketing",472,4.8,1,0.09
"Marketing",473,4.8,1,0.09
"Marketing",547,4.8,1,0.09
"Marketing",561,4.8,1,0.09
"Marketing",583,4.8,1,0.09
"Marketing",592,4.8,1,0.09
"Marketing",612,4.8,1,0.09
"Marketing",711,4.8,1,0.09
"Marketing",739,4.8,1,0.09
"Marketing",775,4.8,1,0.09
"Marketing",847,4.8,1,0.09
"Marketing",875,4.8,1,0.09
"Marketing",1039,4.8,1,0.09
"Marketing",1103,4.8,1,0.09
"Marketing",1651,4.8,1,0.09
"Marketing",2130,4.8,1,0.09
"Marketing",3427,4.8,1,0.09
"Marketing",5339,4.8,1,0.09
"Marketing",5463,4.8,1,0.09
"Marketing",6706,4.8,1,0.09
"Marketing",12,4.9,3,0.28
"Marketing",9,4.9,2,0.19
"Marketing",17,4.9,2,0.19
"Marketing",27,4.9,2,0.19
"Marketing",33,4.9,2,0.19
"Marketing",38,4.9,2,0.19
"Marketing",50,4.9,2,0.19
"Marketing",53,4.9,2,0.19
"Marketing",74,4.9,2,0.19
"Marketing",120,4.9,2,0.19
"Marketing",6,4.9,1,0.09
"Marketing",8,4.9,1,0.09
"Marketing",11,4.9,1,0.09
"Marketing",15,4.9,1,0.09
"Marketing",16,4.9,1,0.09
"Marketing",18,4.9,1,0.09
"Marketing",19,4.9,1,0.09
"Marketing",22,4.9,1,0.09
"Marketing",23,4.9,1,0.09
"Marketing",29,4.9,1,0.09
"Marketing",30,4.9,1,0.09
"Marketing",40,4.9,1,0.09
"Marketing",41,4.9,1,0.09
"Marketing",42,4.9,1,0.09
"Marketing",48,4.9,1,0.09
"Marketing",51,4.9,1,0.09
"Marketing",54,4.9,1,0.09
"Marketing",56,4.9,1,0.09
"Marketing",57,4.9,1,0.09
"Marketing",61,4.9,1,0.09
"Marketing",67,4.9,1,0.09
"Marketing",68,4.9,1,0.09
"Marketing",69,4.9,1,0.09
"Marketing",70,4.9,1,0.09
"Marketing",71,4.9,1,0.09
"Marketing",80,4.9,1,0.09
"Marketing",94,4.9,1,0.09
"Marketing",100,4.9,1,0.09
"Marketing",111,4.9,1,0.09
"Marketing",138,4.9,1,0.09
"Marketing",173,4.9,1,0.09
"Marketing",178,4.9,1,0.09
"Marketing",245,4.9,1,0.09
"Marketing",259,4.9,1,0.09
"Marketing",287,4.9,1,0.09
"Marketing",315,4.9,1,0.09
"Marketing",340,4.9,1,0.09
"Marketing",369,4.9,1,0.09
"Marketing",402,4.9,1,0.09
"Marketing",437,4.9,1,0.09
"Marketing",451,4.9,1,0.09
"Marketing",453,4.9,1,0.09
"Marketing",462,4.9,1,0.09
"Marketing",503,4.9,1,0.09
"Marketing",593,4.9,1,0.09
"Marketing",609,4.9,1,0.09
"Marketing",943,4.9,1,0.09
"Marketing",1089,4.9,1,0.09
"Marketing",1104,4.9,1,0.09
"Marketing",1832,4.9,1,0.09
"Marketing",2672,4.9,1,0.09
"Marketing",3299,4.9,1,0.09
"Marketing",5852,4.9,1,0.09
"Marketing",9618,4.9,1,0.09
"Marketing",1,5,76,7.12
"Marketing",2,5,46,4.31
"Marketing",3,5,28,2.62
"Marketing",4,5,18,1.69
"Marketing",5,5,11,1.03
"Marketing",6,5,10,0.94
"Marketing",10,5,8,0.75
"Marketing",8,5,7,0.66
"Marketing",9,5,6,0.56
"Marketing",7,5,5,0.47
"Marketing",12,5,4,0.37
"Marketing",14,5,4,0.37
"Marketing",16,5,4,0.37
"Marketing",32,5,4,0.37
"Marketing",15,5,3,0.28
"Marketing",17,5,3,0.28
"Marketing",22,5,2,0.19
"Marketing",25,5,2,0.19
"Marketing",30,5,2,0.19
"Marketing",40,5,2,0.19
"Marketing",11,5,1,0.09
"Marketing",13,5,1,0.09
"Marketing",20,5,1,0.09
"Marketing",21,5,1,0.09
"Marketing",27,5,1,0.09
"Marketing",28,5,1,0.09
"Marketing",34,5,1,0.09
"Marketing",35,5,1,0.09
"Marketing",38,5,1,0.09
"Marketing",43,5,1,0.09
"Marketing",44,5,1,0.09
"Marketing",50,5,1,0.09
"Marketing",51,5,1,0.09
"Marketing",54,5,1,0.09
"Marketing",63,5,1,0.09
"Marketing",68,5,1,0.09
"Marketing",71,5,1,0.09
"Marketing",76,5,1,0.09
"Marketing",79,5,1,0.09
"Marketing",99,5,1,0.09
"Marketing",113,5,1,0.09
"Marketing",116,5,1,0.09
"Marketing",123,5,1,0.09
"Marketing",147,5,1,0.09
"Marketing",148,5,1,0.09
"Marketing",197,5,1,0.09
"Marketing",201,5,1,0.09
"Marketing",214,5,1,0.09
"Marketing",219,5,1,0.09
"Marketing",257,5,1,0.09
"Marketing",262,5,1,0.09
"Marketing",302,5,1,0.09
"Marketing",317,5,1,0.09
"Marketing",368,5,1,0.09
"Marketing",426,5,1,0.09
"Marketing",431,5,1,0.09
"Marketing",515,5,1,0.09
"Marketing",660,5,1,0.09
"Marketing",1688,5,1,0.09
"Marketing",2576,5,1,0.09
"Orders and shipping",0,0,234,27.27
"Orders and shipping",1,1,20,2.33
"Orders and shipping",2,1,5,0.58
"Orders and shipping",4,1.2,1,0.12
"Orders and shipping",3,1.3,1,0.12
"Orders and shipping",7,1.3,1,0.12
"Orders and shipping",3,1.5,1,0.12
"Orders and shipping",7,1.5,1,0.12
"Orders and shipping",13,1.5,1,0.12
"Orders and shipping",21,1.5,1,0.12
"Orders and shipping",45,1.5,1,0.12
"Orders and shipping",3,1.6,2,0.23
"Orders and shipping",4,1.6,1,0.12
"Orders and shipping",3,1.7,1,0.12
"Orders and shipping",5,1.8,1,0.12
"Orders and shipping",42,1.8,1,0.12
"Orders and shipping",4,1.9,1,0.12
"Orders and shipping",7,1.9,1,0.12
"Orders and shipping",12,1.9,1,0.12
"Orders and shipping",1,2,2,0.23
"Orders and shipping",2,2,1,0.12
"Orders and shipping",4,2,1,0.12
"Orders and shipping",6,2,1,0.12
"Orders and shipping",10,2,1,0.12
"Orders and shipping",13,2,1,0.12
"Orders and shipping",2,2.1,1,0.12
"Orders and shipping",7,2.1,1,0.12
"Orders and shipping",13,2.1,1,0.12
"Orders and shipping",2,2.2,2,0.23
"Orders and shipping",104,2.2,1,0.12
"Orders and shipping",50,2.3,1,0.12
"Orders and shipping",5,2.4,3,0.35
"Orders and shipping",147,2.4,1,0.12
"Orders and shipping",4,2.5,1,0.12
"Orders and shipping",6,2.5,1,0.12
"Orders and shipping",12,2.5,1,0.12
"Orders and shipping",18,2.5,1,0.12
"Orders and shipping",7,2.6,2,0.23
"Orders and shipping",5,2.6,1,0.12
"Orders and shipping",8,2.6,1,0.12
"Orders and shipping",14,2.6,1,0.12
"Orders and shipping",10,2.7,1,0.12
"Orders and shipping",2,2.8,1,0.12
"Orders and shipping",10,2.8,1,0.12
"Orders and shipping",34,2.8,1,0.12
"Orders and shipping",2,2.9,2,0.23
"Orders and shipping",4,2.9,2,0.23
"Orders and shipping",81,2.9,1,0.12
"Orders and shipping",1,3,3,0.35
"Orders and shipping",2,3,1,0.12
"Orders and shipping",5,3,1,0.12
"Orders and shipping",14,3,1,0.12
"Orders and shipping",20,3,1,0.12
"Orders and shipping",21,3,1,0.12
"Orders and shipping",5,3.1,1,0.12
"Orders and shipping",13,3.1,1,0.12
"Orders and shipping",29,3.1,1,0.12
"Orders and shipping",2,3.2,2,0.23
"Orders and shipping",6,3.2,2,0.23
"Orders and shipping",4,3.2,1,0.12
"Orders and shipping",10,3.2,1,0.12
"Orders and shipping",46,3.2,1,0.12
"Orders and shipping",2,3.3,1,0.12
"Orders and shipping",7,3.3,1,0.12
"Orders and shipping",15,3.3,1,0.12
"Orders and shipping",26,3.3,1,0.12
"Orders and shipping",64,3.3,1,0.12
"Orders and shipping",233,3.3,1,0.12
"Orders and shipping",725,3.3,1,0.12
"Orders and shipping",3,3.4,1,0.12
"Orders and shipping",14,3.4,1,0.12
"Orders and shipping",29,3.4,1,0.12
"Orders and shipping",33,3.4,1,0.12
"Orders and shipping",2,3.5,1,0.12
"Orders and shipping",6,3.5,1,0.12
"Orders and shipping",9,3.5,1,0.12
"Orders and shipping",61,3.5,1,0.12
"Orders and shipping",257,3.5,1,0.12
"Orders and shipping",3,3.6,1,0.12
"Orders and shipping",4,3.6,1,0.12
"Orders and shipping",5,3.6,1,0.12
"Orders and shipping",20,3.6,1,0.12
"Orders and shipping",112,3.6,1,0.12
"Orders and shipping",3,3.7,4,0.47
"Orders and shipping",4,3.7,1,0.12
"Orders and shipping",5,3.7,1,0.12
"Orders and shipping",21,3.7,1,0.12
"Orders and shipping",165,3.7,1,0.12
"Orders and shipping",11,3.8,2,0.23
"Orders and shipping",3,3.8,1,0.12
"Orders and shipping",7,3.8,1,0.12
"Orders and shipping",19,3.8,1,0.12
"Orders and shipping",61,3.8,1,0.12
"Orders and shipping",123,3.8,1,0.12
"Orders and shipping",132,3.8,1,0.12
"Orders and shipping",399,3.8,1,0.12
"Orders and shipping",4,3.9,2,0.23
"Orders and shipping",11,3.9,1,0.12
"Orders and shipping",16,3.9,1,0.12
"Orders and shipping",28,3.9,1,0.12
"Orders and shipping",37,3.9,1,0.12
"Orders and shipping",92,3.9,1,0.12
"Orders and shipping",453,3.9,1,0.12
"Orders and shipping",1,4,2,0.23
"Orders and shipping",4,4,1,0.12
"Orders and shipping",5,4,1,0.12
"Orders and shipping",6,4,1,0.12
"Orders and shipping",35,4,1,0.12
"Orders and shipping",465,4,1,0.12
"Orders and shipping",14,4.1,2,0.23
"Orders and shipping",4,4.1,1,0.12
"Orders and shipping",6,4.1,1,0.12
"Orders and shipping",12,4.1,1,0.12
"Orders and shipping",17,4.1,1,0.12
"Orders and shipping",19,4.1,1,0.12
"Orders and shipping",27,4.1,1,0.12
"Orders and shipping",60,4.1,1,0.12
"Orders and shipping",65,4.1,1,0.12
"Orders and shipping",95,4.1,1,0.12
"Orders and shipping",130,4.1,1,0.12
"Orders and shipping",5,4.2,3,0.35
"Orders and shipping",3,4.2,1,0.12
"Orders and shipping",4,4.2,1,0.12
"Orders and shipping",12,4.2,1,0.12
"Orders and shipping",14,4.2,1,0.12
"Orders and shipping",18,4.2,1,0.12
"Orders and shipping",19,4.2,1,0.12
"Orders and shipping",22,4.2,1,0.12
"Orders and shipping",33,4.2,1,0.12
"Orders and shipping",36,4.2,1,0.12
"Orders and shipping",38,4.2,1,0.12
"Orders and shipping",134,4.2,1,0.12
"Orders and shipping",3,4.3,4,0.47
"Orders and shipping",9,4.3,2,0.23
"Orders and shipping",4,4.3,1,0.12
"Orders and shipping",7,4.3,1,0.12
"Orders and shipping",10,4.3,1,0.12
"Orders and shipping",22,4.3,1,0.12
"Orders and shipping",25,4.3,1,0.12
"Orders and shipping",44,4.3,1,0.12
"Orders and shipping",48,4.3,1,0.12
"Orders and shipping",49,4.3,1,0.12
"Orders and shipping",62,4.3,1,0.12
"Orders and shipping",79,4.3,1,0.12
"Orders and shipping",81,4.3,1,0.12
"Orders and shipping",126,4.3,1,0.12
"Orders and shipping",138,4.3,1,0.12
"Orders and shipping",146,4.3,1,0.12
"Orders and shipping",167,4.3,1,0.12
"Orders and shipping",617,4.3,1,0.12
"Orders and shipping",1328,4.3,1,0.12
"Orders and shipping",15,4.4,2,0.23
"Orders and shipping",4,4.4,1,0.12
"Orders and shipping",5,4.4,1,0.12
"Orders and shipping",8,4.4,1,0.12
"Orders and shipping",10,4.4,1,0.12
"Orders and shipping",11,4.4,1,0.12
"Orders and shipping",22,4.4,1,0.12
"Orders and shipping",55,4.4,1,0.12
"Orders and shipping",64,4.4,1,0.12
"Orders and shipping",79,4.4,1,0.12
"Orders and shipping",85,4.4,1,0.12
"Orders and shipping",3510,4.4,1,0.12
"Orders and shipping",2,4.5,2,0.23
"Orders and shipping",3,4.5,1,0.12
"Orders and shipping",6,4.5,1,0.12
"Orders and shipping",9,4.5,1,0.12
"Orders and shipping",14,4.5,1,0.12
"Orders and shipping",16,4.5,1,0.12
"Orders and shipping",19,4.5,1,0.12
"Orders and shipping",22,4.5,1,0.12
"Orders and shipping",23,4.5,1,0.12
"Orders and shipping",24,4.5,1,0.12
"Orders and shipping",32,4.5,1,0.12
"Orders and shipping",45,4.5,1,0.12
"Orders and shipping",63,4.5,1,0.12
"Orders and shipping",68,4.5,1,0.12
"Orders and shipping",72,4.5,1,0.12
"Orders and shipping",97,4.5,1,0.12
"Orders and shipping",103,4.5,1,0.12
"Orders and shipping",125,4.5,1,0.12
"Orders and shipping",162,4.5,1,0.12
"Orders and shipping",247,4.5,1,0.12
"Orders and shipping",272,4.5,1,0.12
"Orders and shipping",830,4.5,1,0.12
"Orders and shipping",7,4.6,2,0.23
"Orders and shipping",15,4.6,2,0.23
"Orders and shipping",3,4.6,1,0.12
"Orders and shipping",5,4.6,1,0.12
"Orders and shipping",11,4.6,1,0.12
"Orders and shipping",12,4.6,1,0.12
"Orders and shipping",16,4.6,1,0.12
"Orders and shipping",17,4.6,1,0.12
"Orders and shipping",20,4.6,1,0.12
"Orders and shipping",21,4.6,1,0.12
"Orders and shipping",22,4.6,1,0.12
"Orders and shipping",29,4.6,1,0.12
"Orders and shipping",31,4.6,1,0.12
"Orders and shipping",33,4.6,1,0.12
"Orders and shipping",47,4.6,1,0.12
"Orders and shipping",57,4.6,1,0.12
"Orders and shipping",60,4.6,1,0.12
"Orders and shipping",67,4.6,1,0.12
"Orders and shipping",69,4.6,1,0.12
"Orders and shipping",83,4.6,1,0.12
"Orders and shipping",84,4.6,1,0.12
"Orders and shipping",94,4.6,1,0.12
"Orders and shipping",107,4.6,1,0.12
"Orders and shipping",109,4.6,1,0.12
"Orders and shipping",121,4.6,1,0.12
"Orders and shipping",132,4.6,1,0.12
"Orders and shipping",136,4.6,1,0.12
"Orders and shipping",169,4.6,1,0.12
"Orders and shipping",331,4.6,1,0.12
"Orders and shipping",14,4.7,3,0.35
"Orders and shipping",15,4.7,2,0.23
"Orders and shipping",2,4.7,1,0.12
"Orders and shipping",7,4.7,1,0.12
"Orders and shipping",11,4.7,1,0.12
"Orders and shipping",31,4.7,1,0.12
"Orders and shipping",32,4.7,1,0.12
"Orders and shipping",39,4.7,1,0.12
"Orders and shipping",46,4.7,1,0.12
"Orders and shipping",52,4.7,1,0.12
"Orders and shipping",68,4.7,1,0.12
"Orders and shipping",70,4.7,1,0.12
"Orders and shipping",145,4.7,1,0.12
"Orders and shipping",193,4.7,1,0.12
"Orders and shipping",222,4.7,1,0.12
"Orders and shipping",249,4.7,1,0.12
"Orders and shipping",251,4.7,1,0.12
"Orders and shipping",319,4.7,1,0.12
"Orders and shipping",328,4.7,1,0.12
"Orders and shipping",465,4.7,1,0.12
"Orders and shipping",1756,4.7,1,0.12
"Orders and shipping",2020,4.7,1,0.12
"Orders and shipping",5,4.8,3,0.35
"Orders and shipping",41,4.8,3,0.35
"Orders and shipping",16,4.8,2,0.23
"Orders and shipping",19,4.8,2,0.23
"Orders and shipping",4,4.8,1,0.12
"Orders and shipping",6,4.8,1,0.12
"Orders and shipping",12,4.8,1,0.12
"Orders and shipping",18,4.8,1,0.12
"Orders and shipping",21,4.8,1,0.12
"Orders and shipping",23,4.8,1,0.12
"Orders and shipping",25,4.8,1,0.12
"Orders and shipping",26,4.8,1,0.12
"Orders and shipping",38,4.8,1,0.12
"Orders and shipping",39,4.8,1,0.12
"Orders and shipping",53,4.8,1,0.12
"Orders and shipping",55,4.8,1,0.12
"Orders and shipping",56,4.8,1,0.12
"Orders and shipping",58,4.8,1,0.12
"Orders and shipping",71,4.8,1,0.12
"Orders and shipping",75,4.8,1,0.12
"Orders and shipping",83,4.8,1,0.12
"Orders and shipping",91,4.8,1,0.12
"Orders and shipping",94,4.8,1,0.12
"Orders and shipping",96,4.8,1,0.12
"Orders and shipping",107,4.8,1,0.12
"Orders and shipping",112,4.8,1,0.12
"Orders and shipping",120,4.8,1,0.12
"Orders and shipping",134,4.8,1,0.12
"Orders and shipping",163,4.8,1,0.12
"Orders and shipping",166,4.8,1,0.12
"Orders and shipping",185,4.8,1,0.12
"Orders and shipping",188,4.8,1,0.12
"Orders and shipping",231,4.8,1,0.12
"Orders and shipping",239,4.8,1,0.12
"Orders and shipping",252,4.8,1,0.12
"Orders and shipping",274,4.8,1,0.12
"Orders and shipping",294,4.8,1,0.12
"Orders and shipping",490,4.8,1,0.12
"Orders and shipping",561,4.8,1,0.12
"Orders and shipping",621,4.8,1,0.12
"Orders and shipping",37,4.9,3,0.35
"Orders and shipping",12,4.9,2,0.23
"Orders and shipping",34,4.9,2,0.23
"Orders and shipping",5,4.9,1,0.12
"Orders and shipping",8,4.9,1,0.12
"Orders and shipping",11,4.9,1,0.12
"Orders and shipping",15,4.9,1,0.12
"Orders and shipping",18,4.9,1,0.12
"Orders and shipping",19,4.9,1,0.12
"Orders and shipping",20,4.9,1,0.12
"Orders and shipping",23,4.9,1,0.12
"Orders and shipping",25,4.9,1,0.12
"Orders and shipping",27,4.9,1,0.12
"Orders and shipping",31,4.9,1,0.12
"Orders and shipping",32,4.9,1,0.12
"Orders and shipping",45,4.9,1,0.12
"Orders and shipping",46,4.9,1,0.12
"Orders and shipping",55,4.9,1,0.12
"Orders and shipping",62,4.9,1,0.12
"Orders and shipping",64,4.9,1,0.12
"Orders and shipping",73,4.9,1,0.12
"Orders and shipping",76,4.9,1,0.12
"Orders and shipping",82,4.9,1,0.12
"Orders and shipping",87,4.9,1,0.12
"Orders and shipping",108,4.9,1,0.12
"Orders and shipping",126,4.9,1,0.12
"Orders and shipping",138,4.9,1,0.12
"Orders and shipping",139,4.9,1,0.12
"Orders and shipping",146,4.9,1,0.12
"Orders and shipping",192,4.9,1,0.12
"Orders and shipping",234,4.9,1,0.12
"Orders and shipping",262,4.9,1,0.12
"Orders and shipping",283,4.9,1,0.12
"Orders and shipping",328,4.9,1,0.12
"Orders and shipping",340,4.9,1,0.12
"Orders and shipping",352,4.9,1,0.12
"Orders and shipping",437,4.9,1,0.12
"Orders and shipping",593,4.9,1,0.12
"Orders and shipping",916,4.9,1,0.12
"Orders and shipping",1,5,71,8.28
