"category","reviews_count","rating","number_of_apps","percentage"
"Orders and shipping",2,5,35,4.08
"Orders and shipping",3,5,21,2.45
"Orders and shipping",4,5,16,1.86
"Orders and shipping",5,5,11,1.28
"Orders and shipping",9,5,10,1.17
"Orders and shipping",6,5,9,1.05
"Orders and shipping",8,5,9,1.05
"Orders and shipping",7,5,8,0.93
"Orders and shipping",10,5,8,0.93
"Orders and shipping",13,5,5,0.58
"Orders and shipping",18,5,3,0.35
"Orders and shipping",11,5,2,0.23
"Orders and shipping",15,5,2,0.23
"Orders and shipping",17,5,2,0.23
"Orders and shipping",19,5,2,0.23
"Orders and shipping",28,5,2,0.23
"Orders and shipping",29,5,2,0.23
"Orders and shipping",32,5,2,0.23
"Orders and shipping",14,5,1,0.12
"Orders and shipping",16,5,1,0.12
"Orders and shipping",20,5,1,0.12
"Orders and shipping",22,5,1,0.12
"Orders and shipping",23,5,1,0.12
"Orders and shipping",26,5,1,0.12
"Orders and shipping",31,5,1,0.12
"Orders and shipping",35,5,1,0.12
"Orders and shipping",41,5,1,0.12
"Orders and shipping",48,5,1,0.12
"Orders and shipping",52,5,1,0.12
"Orders and shipping",61,5,1,0.12
"Orders and shipping",63,5,1,0.12
"Orders and shipping",73,5,1,0.12
"Orders and shipping",75,5,1,0.12
"Orders and shipping",76,5,1,0.12
"Orders and shipping",96,5,1,0.12
"Orders and shipping",117,5,1,0.12
"Orders and shipping",125,5,1,0.12
"Orders and shipping",127,5,1,0.12
"Orders and shipping",151,5,1,0.12
"Orders and shipping",185,5,1,0.12
"Orders and shipping",210,5,1,0.12
"Orders and shipping",211,5,1,0.12
"Orders and shipping",216,5,1,0.12
"Places to sell",0,0,18,14.17
"Places to sell",1,1,3,2.36
"Places to sell",5,1,1,0.79
"Places to sell",12,1.3,1,0.79
"Places to sell",165,1.5,1,0.79
"Places to sell",4,1.6,1,0.79
"Places to sell",11,1.8,1,0.79
"Places to sell",78,1.8,1,0.79
"Places to sell",1,2,2,1.57
"Places to sell",2,2,1,0.79
"Places to sell",6,2,1,0.79
"Places to sell",7,2.1,1,0.79
"Places to sell",104,2.2,1,0.79
"Places to sell",50,2.3,1,0.79
"Places to sell",9,2.5,1,0.79
"Places to sell",14,2.6,1,0.79
"Places to sell",5,2.7,1,0.79
"Places to sell",977,2.7,1,0.79
"Places to sell",71,2.9,1,0.79
"Places to sell",1,3,2,1.57
"Places to sell",18,3.1,1,0.79
"Places to sell",29,3.1,1,0.79
"Places to sell",192,3.2,1,0.79
"Places to sell",16,3.3,1,0.79
"Places to sell",619,3.4,1,0.79
"Places to sell",9,3.5,1,0.79
"Places to sell",10,3.5,1,0.79
"Places to sell",265,3.6,1,0.79
"Places to sell",14,3.7,1,0.79
"Places to sell",399,3.8,1,0.79
"Places to sell",4,3.9,1,0.79
"Places to sell",7,3.9,1,0.79
"Places to sell",2,4,1,0.79
"Places to sell",7,4,1,0.79
"Places to sell",50,4,1,0.79
"Places to sell",4,4.1,1,0.79
"Places to sell",15,4.1,1,0.79
"Places to sell",20,4.1,1,0.79
"Places to sell",129,4.1,1,0.79
"Places to sell",19,4.2,1,0.79
"Places to sell",33,4.2,1,0.79
"Places to sell",9,4.3,1,0.79
"Places to sell",10,4.3,1,0.79
"Places to sell",12,4.3,1,0.79
"Places to sell",38,4.3,1,0.79
"Places to sell",131,4.3,1,0.79
"Places to sell",22,4.4,1,0.79
"Places to sell",5,4.5,1,0.79
"Places to sell",6,4.5,1,0.79
"Places to sell",26,4.5,1,0.79
"Places to sell",42,4.5,1,0.79
"Places to sell",17,4.6,1,0.79
"Places to sell",20,4.6,1,0.79
"Places to sell",67,4.6,1,0.79
"Places to sell",136,4.6,1,0.79
"Places to sell",331,4.6,1,0.79
"Places to sell",490,4.6,1,0.79
"Places to sell",3566,4.6,1,0.79
"Places to sell",9,4.7,1,0.79
"Places to sell",52,4.7,1,0.79
"Places to sell",68,4.7,1,0.79
"Places to sell",264,4.7,1,0.79
"Places to sell",328,4.7,1,0.79
"Places to sell",5,4.8,1,0.79
"Places to sell",6,4.8,1,0.79
"Places to sell",13,4.8,1,0.79
"Places to sell",27,4.8,1,0.79
"Places to sell",41,4.8,1,0.79
"Places to sell",50,4.8,1,0.79
"Places to sell",56,4.8,1,0.79
"Places to sell",98,4.8,1,0.79
"Places to sell",141,4.8,1,0.79
"Places to sell",239,4.8,1,0.79
"Places to sell",7,4.9,1,0.79
"Places to sell",15,4.9,1,0.79
"Places to sell",43,4.9,1,0.79
"Places to sell",234,4.9,1,0.79
"Places to sell",437,4.9,1,0.79
"Places to sell",1,5,7,5.51
"Places to sell",2,5,3,2.36
"Places to sell",3,5,3,2.36
"Places to sell",7,5,3,2.36
"Places to sell",4,5,2,1.57
"Places to sell",5,5,2,1.57
"Places to sell",6,5,1,0.79
"Places to sell",14,5,1,0.79
"Places to sell",15,5,1,0.79
"Places to sell",28,5,1,0.79
"Places to sell",29,5,1,0.79
"Places to sell",34,5,1,0.79
"Places to sell",35,5,1,0.79
"Places to sell",426,5,1,0.79
"Productivity",0,0,78,27.66
"Productivity",1,1,4,1.42
"Productivity",3,1.6,1,0.35
"Productivity",2,2.2,1,0.35
"Productivity",3,2.3,1,0.35
"Productivity",327,2.4,1,0.35
"Productivity",3,2.5,1,0.35
"Productivity",11,2.5,1,0.35
"Productivity",4,2.6,1,0.35
"Productivity",7,2.8,1,0.35
"Productivity",34,2.8,1,0.35
"Productivity",21,2.9,1,0.35
"Productivity",3,3,1,0.35
"Productivity",22,3.1,1,0.35
"Productivity",26,3.2,1,0.35
"Productivity",4,3.3,1,0.35
"Productivity",6,3.4,1,0.35
"Productivity",2,3.5,1,0.35
"Productivity",61,3.5,1,0.35
"Productivity",15,3.6,1,0.35
"Productivity",3,3.7,2,0.71
"Productivity",7,3.7,1,0.35
"Productivity",17,3.7,1,0.35
"Productivity",21,3.7,1,0.35
"Productivity",4,3.8,2,0.71
"Productivity",10,3.9,1,0.35
"Productivity",5,4,2,0.71
"Productivity",60,4.1,1,0.35
"Productivity",129,4.1,1,0.35
"Productivity",2,4.2,1,0.35
"Productivity",11,4.2,1,0.35
"Productivity",12,4.2,1,0.35
"Productivity",15,4.2,1,0.35
"Productivity",27,4.2,1,0.35
"Productivity",10,4.3,2,0.71
"Productivity",4,4.3,1,0.35
"Productivity",21,4.3,1,0.35
"Productivity",37,4.3,1,0.35
"Productivity",59,4.3,1,0.35
"Productivity",76,4.3,1,0.35
"Productivity",131,4.3,1,0.35
"Productivity",1328,4.3,1,0.35
"Productivity",4,4.4,1,0.35
"Productivity",5,4.4,1,0.35
"Productivity",6,4.4,1,0.35
"Productivity",8,4.4,1,0.35
"Productivity",31,4.4,1,0.35
"Productivity",64,4.4,1,0.35
"Productivity",1476,4.4,1,0.35
"Productivity",2,4.5,1,0.35
"Productivity",13,4.5,1,0.35
"Productivity",18,4.5,1,0.35
"Productivity",27,4.5,1,0.35
"Productivity",55,4.5,1,0.35
"Productivity",64,4.5,1,0.35
"Productivity",66,4.5,1,0.35
"Productivity",72,4.5,1,0.35
"Productivity",81,4.5,1,0.35
"Productivity",98,4.5,1,0.35
"Productivity",147,4.5,1,0.35
"Productivity",5,4.6,1,0.35
"Productivity",7,4.6,1,0.35
"Productivity",12,4.6,1,0.35
"Productivity",33,4.6,1,0.35
"Productivity",47,4.6,1,0.35
"Productivity",966,4.6,1,0.35
"Productivity",5,4.7,1,0.35
"Productivity",6,4.7,1,0.35
"Productivity",7,4.7,1,0.35
"Productivity",9,4.7,1,0.35
"Productivity",13,4.7,1,0.35
"Productivity",18,4.7,1,0.35
"Productivity",34,4.7,1,0.35
"Productivity",132,4.7,1,0.35
"Productivity",12,4.8,1,0.35
"Productivity",18,4.8,1,0.35
"Productivity",21,4.8,1,0.35
"Productivity",30,4.8,1,0.35
"Productivity",48,4.8,1,0.35
"Productivity",134,4.8,1,0.35
"Productivity",234,4.8,1,0.35
"Productivity",397,4.8,1,0.35
"Productivity",408,4.8,1,0.35
"Productivity",631,4.8,1,0.35
"Productivity",1175,4.8,1,0.35
"Productivity",8,4.9,1,0.35
"Productivity",14,4.9,1,0.35
"Productivity",15,4.9,1,0.35
"Productivity",19,4.9,1,0.35
"Productivity",23,4.9,1,0.35
"Productivity",34,4.9,1,0.35
"Productivity",37,4.9,1,0.35
"Productivity",39,4.9,1,0.35
"Productivity",41,4.9,1,0.35
"Productivity",59,4.9,1,0.35
"Productivity",68,4.9,1,0.35
"Productivity",70,4.9,1,0.35
"Productivity",76,4.9,1,0.35
"Productivity",95,4.9,1,0.35
"Productivity",107,4.9,1,0.35
"Productivity",108,4.9,1,0.35
"Productivity",122,4.9,1,0.35
"Productivity",126,4.9,1,0.35
"Productivity",147,4.9,1,0.35
"Productivity",252,4.9,1,0.35
"Productivity",328,4.9,1,0.35
"Productivity",1,5,25,8.87
"Productivity",2,5,13,4.61
"Productivity",3,5,9,3.19
"Productivity",7,5,7,2.48
"Productivity",5,5,6,2.13
"Productivity",4,5,3,1.06
"Productivity",9,5,3,1.06
"Productivity",6,5,2,0.71
"Productivity",8,5,2,0.71
"Productivity",10,5,2,0.71
"Productivity",54,5,2,0.71
"Productivity",11,5,1,0.35
"Productivity",14,5,1,0.35
"Productivity",17,5,1,0.35
"Productivity",18,5,1,0.35
"Productivity",19,5,1,0.35
"Productivity",22,5,1,0.35
"Productivity",29,5,1,0.35
"Productivity",32,5,1,0.35
"Productivity",37,5,1,0.35
"Productivity",48,5,1,0.35
"Productivity",59,5,1,0.35
"Productivity",66,5,1,0.35
"Productivity",142,5,1,0.35
"Productivity",154,5,1,0.35
"Productivity",161,5,1,0.35
"Productivity",211,5,1,0.35
"Productivity",368,5,1,0.35
"Productivity",426,5,1,0.35
"Reporting",0,0,101,28.86
"Reporting",1,1,5,1.43
"Reporting",4,1.2,1,0.29
"Reporting",3,1.4,1,0.29
"Reporting",13,1.5,1,0.29
"Reporting",3,1.7,1,0.29
"Reporting",1,2,4,1.14
"Reporting",6,2,1,0.29
"Reporting",173,2.5,1,0.29
"Reporting",13,2.8,1,0.29
"Reporting",14,2.8,1,0.29
"Reporting",4,2.9,1,0.29
"Reporting",1,3,1,0.29
"Reporting",3,3,1,0.29
"Reporting",20,3,1,0.29
"Reporting",9,3.2,1,0.29
"Reporting",21,3.3,1,0.29
"Reporting",19,3.4,1,0.29
"Reporting",30,3.4,1,0.29
"Reporting",31,3.4,1,0.29
"Reporting",155,3.4,1,0.29
"Reporting",2,3.5,1,0.29
"Reporting",4,3.5,1,0.29
"Reporting",6,3.5,1,0.29
"Reporting",10,3.5,1,0.29
"Reporting",32,3.5,1,0.29
"Reporting",4,3.6,2,0.57
"Reporting",19,3.6,1,0.29
"Reporting",20,3.6,1,0.29
"Reporting",3,3.7,1,0.29
"Reporting",4,3.7,1,0.29
"Reporting",22,3.7,1,0.29
"Reporting",205,3.7,1,0.29
"Reporting",24,3.8,1,0.29
"Reporting",76,3.8,1,0.29
"Reporting",7,3.9,2,0.57
"Reporting",37,3.9,1,0.29
"Reporting",1,4,2,0.57
"Reporting",2,4,1,0.29
"Reporting",15,4,1,0.29
"Reporting",22,4,1,0.29
"Reporting",37,4,1,0.29
"Reporting",19,4.1,2,0.57
"Reporting",12,4.1,1,0.29
"Reporting",13,4.1,1,0.29
"Reporting",137,4.1,1,0.29
"Reporting",4,4.2,1,0.29
"Reporting",5,4.2,1,0.29
"Reporting",4,4.3,1,0.29
"Reporting",16,4.3,1,0.29
"Reporting",29,4.3,1,0.29
"Reporting",30,4.3,1,0.29
"Reporting",40,4.3,1,0.29
"Reporting",42,4.3,1,0.29
"Reporting",46,4.3,1,0.29
"Reporting",11,4.4,1,0.29
"Reporting",24,4.4,1,0.29
"Reporting",33,4.4,1,0.29
"Reporting",42,4.4,1,0.29
"Reporting",64,4.4,1,0.29
"Reporting",171,4.4,1,0.29
"Reporting",4,4.5,1,0.29
"Reporting",20,4.5,1,0.29
"Reporting",59,4.5,1,0.29
"Reporting",69,4.5,1,0.29
"Reporting",72,4.5,1,0.29
"Reporting",12,4.6,1,0.29
"Reporting",14,4.6,1,0.29
"Reporting",15,4.6,1,0.29
"Reporting",23,4.6,1,0.29
"Reporting",28,4.6,1,0.29
"Reporting",46,4.6,1,0.29
"Reporting",47,4.6,1,0.29
"Reporting",2255,4.6,1,0.29
"Reporting",11,4.7,1,0.29
"Reporting",28,4.7,1,0.29
"Reporting",41,4.7,1,0.29
"Reporting",68,4.7,1,0.29
"Reporting",95,4.7,1,0.29
"Reporting",520,4.7,1,0.29
"Reporting",17,4.8,2,0.57
"Reporting",71,4.8,2,0.57
"Reporting",5,4.8,1,0.29
"Reporting",9,4.8,1,0.29
"Reporting",11,4.8,1,0.29
"Reporting",12,4.8,1,0.29
"Reporting",15,4.8,1,0.29
"Reporting",18,4.8,1,0.29
"Reporting",19,4.8,1,0.29
"Reporting",20,4.8,1,0.29
"Reporting",27,4.8,1,0.29
"Reporting",31,4.8,1,0.29
"Reporting",35,4.8,1,0.29
"Reporting",70,4.8,1,0.29
"Reporting",77,4.8,1,0.29
"Reporting",84,4.8,1,0.29
"Reporting",87,4.8,1,0.29
"Reporting",117,4.8,1,0.29
"Reporting",583,4.8,1,0.29
"Reporting",1975,4.8,1,0.29
"Reporting",8,4.9,1,0.29
"Reporting",10,4.9,1,0.29
"Reporting",12,4.9,1,0.29
"Reporting",14,4.9,1,0.29
"Reporting",15,4.9,1,0.29
"Reporting",16,4.9,1,0.29
"Reporting",19,4.9,1,0.29
"Reporting",20,4.9,1,0.29
"Reporting",26,4.9,1,0.29
"Reporting",27,4.9,1,0.29
"Reporting",33,4.9,1,0.29
"Reporting",35,4.9,1,0.29
"Reporting",39,4.9,1,0.29
"Reporting",47,4.9,1,0.29
"Reporting",54,4.9,1,0.29
"Reporting",69,4.9,1,0.29
"Reporting",74,4.9,1,0.29
"Reporting",101,4.9,1,0.29
"Reporting",192,4.9,1,0.29
"Reporting",378,4.9,1,0.29
"Reporting",404,4.9,1,0.29
"Reporting",626,4.9,1,0.29
"Reporting",732,4.9,1,0.29
"Reporting",1,5,36,10.29
"Reporting",2,5,20,5.71
"Reporting",3,5,8,2.29
"Reporting",5,5,8,2.29
"Reporting",4,5,5,1.43
"Reporting",6,5,5,1.43
"Reporting",9,5,3,0.86
"Reporting",13,5,3,0.86
"Reporting",32,5,3,0.86
"Reporting",7,5,2,0.57
"Reporting",8,5,2,0.57
"Reporting",20,5,2,0.57
"Reporting",10,5,1,0.29
"Reporting",11,5,1,0.29
"Reporting",12,5,1,0.29
"Reporting",14,5,1,0.29
"Reporting",17,5,1,0.29
"Reporting",18,5,1,0.29
"Reporting",21,5,1,0.29
"Reporting",27,5,1,0.29
"Reporting",28,5,1,0.29
"Reporting",51,5,1,0.29
"Reporting",64,5,1,0.29
"Reporting",70,5,1,0.29
"Reporting",74,5,1,0.29
"Reporting",123,5,1,0.29
"Reporting",267,5,1,0.29
"Reporting",326,5,1,0.29
"Reporting",930,5,1,0.29
"Sales and conversion optimization",0,0,262,20.25
"Sales and conversion optimization",1,1,10,0.77
"Sales and conversion optimization",2,1,6,0.46
"Sales and conversion optimization",3,1.2,1,0.08
"Sales and conversion optimization",2,1.4,1,0.08
"Sales and conversion optimization",11,1.6,1,0.08
"Sales and conversion optimization",3,1.7,1,0.08
"Sales and conversion optimization",4,1.7,1,0.08
"Sales and conversion optimization",4,1.8,1,0.08
"Sales and conversion optimization",78,1.8,1,0.08
"Sales and conversion optimization",7,1.9,1,0.08
"Sales and conversion optimization",9,1.9,1,0.08
"Sales and conversion optimization",1,2,2,0.15
"Sales and conversion optimization",3,2,1,0.08
"Sales and conversion optimization",5,2,1,0.08
"Sales and conversion optimization",6,2,1,0.08
"Sales and conversion optimization",8,2,1,0.08
"Sales and conversion optimization",4,2.1,1,0.08
"Sales and conversion optimization",13,2.1,1,0.08
"Sales and conversion optimization",2,2.2,1,0.08
"Sales and conversion optimization",6,2.2,1,0.08
"Sales and conversion optimization",7,2.2,1,0.08
"Sales and conversion optimization",10,2.2,1,0.08
"Sales and conversion optimization",16,2.2,1,0.08
"Sales and conversion optimization",3,2.3,2,0.15
"Sales and conversion optimization",14,2.3,1,0.08
"Sales and conversion optimization",7,2.4,2,0.15
"Sales and conversion optimization",5,2.4,1,0.08
"Sales and conversion optimization",3,2.5,1,0.08
"Sales and conversion optimization",4,2.5,1,0.08
"Sales and conversion optimization",10,2.5,1,0.08
"Sales and conversion optimization",11,2.5,1,0.08
"Sales and conversion optimization",5,2.6,2,0.15
"Sales and conversion optimization",3,2.6,1,0.08
"Sales and conversion optimization",7,2.6,1,0.08
"Sales and conversion optimization",13,2.6,1,0.08
"Sales and conversion optimization",3,2.7,1,0.08
"Sales and conversion optimization",5,2.8,1,0.08
"Sales and conversion optimization",7,2.8,1,0.08
"Sales and conversion optimization",8,2.8,1,0.08
"Sales and conversion optimization",14,2.8,1,0.08
"Sales and conversion optimization",2,2.9,1,0.08
"Sales and conversion optimization",4,2.9,1,0.08
"Sales and conversion optimization",1,3,7,0.54
"Sales and conversion optimization",2,3,5,0.39
"Sales and conversion optimization",4,3,4,0.31
"Sales and conversion optimization",5,3,1,0.08
"Sales and conversion optimization",8,3,1,0.08
"Sales and conversion optimization",14,3,1,0.08
"Sales and conversion optimization",33,3,1,0.08
"Sales and conversion optimization",2,3.1,1,0.08
"Sales and conversion optimization",3,3.1,1,0.08
"Sales and conversion optimization",8,3.1,1,0.08
"Sales and conversion optimization",9,3.1,1,0.08
"Sales and conversion optimization",18,3.1,1,0.08
"Sales and conversion optimization",9,3.2,2,0.15
"Sales and conversion optimization",2,3.2,1,0.08
"Sales and conversion optimization",5,3.2,1,0.08
"Sales and conversion optimization",7,3.2,1,0.08
"Sales and conversion optimization",2,3.3,2,0.15
"Sales and conversion optimization",3,3.3,1,0.08
"Sales and conversion optimization",4,3.3,1,0.08
"Sales and conversion optimization",8,3.3,1,0.08
"Sales and conversion optimization",17,3.3,1,0.08
"Sales and conversion optimization",18,3.3,1,0.08
"Sales and conversion optimization",4,3.4,1,0.08
"Sales and conversion optimization",5,3.4,1,0.08
"Sales and conversion optimization",6,3.4,1,0.08
"Sales and conversion optimization",9,3.4,1,0.08
"Sales and conversion optimization",24,3.4,1,0.08
"Sales and conversion optimization",30,3.4,1,0.08
"Sales and conversion optimization",31,3.4,1,0.08
"Sales and conversion optimization",2,3.5,2,0.15
"Sales and conversion optimization",4,3.5,1,0.08
"Sales and conversion optimization",5,3.5,1,0.08
"Sales and conversion optimization",6,3.5,1,0.08
"Sales and conversion optimization",9,3.5,1,0.08
"Sales and conversion optimization",10,3.5,1,0.08
"Sales and conversion optimization",7,3.6,3,0.23
"Sales and conversion optimization",3,3.6,1,0.08
"Sales and conversion optimization",4,3.6,1,0.08
"Sales and conversion optimization",8,3.6,1,0.08
"Sales and conversion optimization",10,3.6,1,0.08
"Sales and conversion optimization",12,3.6,1,0.08
"Sales and conversion optimization",19,3.6,1,0.08
"Sales and conversion optimization",54,3.6,1,0.08
"Sales and conversion optimization",3,3.7,3,0.23
"Sales and conversion optimization",6,3.7,3,0.23
"Sales and conversion optimization",7,3.7,1,0.08
"Sales and conversion optimization",8,3.7,1,0.08
"Sales and conversion optimization",17,3.7,1,0.08
"Sales and conversion optimization",18,3.7,1,0.08
"Sales and conversion optimization",20,3.7,1,0.08
"Sales and conversion optimization",22,3.7,1,0.08
"Sales and conversion optimization",26,3.7,1,0.08
"Sales and conversion optimization",32,3.7,1,0.08
"Sales and conversion optimization",38,3.7,1,0.08
"Sales and conversion optimization",39,3.7,1,0.08
"Sales and conversion optimization",82,3.7,1,0.08
"Sales and conversion optimization",3,3.8,2,0.15
"Sales and conversion optimization",6,3.8,1,0.08
"Sales and conversion optimization",20,3.8,1,0.08
"Sales and conversion optimization",54,3.8,1,0.08
"Sales and conversion optimization",76,3.8,1,0.08
"Sales and conversion optimization",479,3.8,1,0.08
"Sales and conversion optimization",601,3.8,1,0.08
"Sales and conversion optimization",7,3.9,2,0.15
"Sales and conversion optimization",20,3.9,2,0.15
"Sales and conversion optimization",16,3.9,1,0.08
"Sales and conversion optimization",19,3.9,1,0.08
"Sales and conversion optimization",37,3.9,1,0.08
"Sales and conversion optimization",53,3.9,1,0.08
"Sales and conversion optimization",1323,3.9,1,0.08
"Sales and conversion optimization",5,4,4,0.31
"Sales and conversion optimization",4,4,3,0.23
"Sales and conversion optimization",6,4,3,0.23
"Sales and conversion optimization",1,4,2,0.15
"Sales and conversion optimization",2,4,2,0.15
"Sales and conversion optimization",12,4,2,0.15
"Sales and conversion optimization",3,4,1,0.08
"Sales and conversion optimization",13,4,1,0.08
"Sales and conversion optimization",14,4,1,0.08
"Sales and conversion optimization",19,4,1,0.08
"Sales and conversion optimization",22,4,1,0.08
"Sales and conversion optimization",103,4,1,0.08
"Sales and conversion optimization",105,4,1,0.08
"Sales and conversion optimization",144,4,1,0.08
"Sales and conversion optimization",202,4,1,0.08
"Sales and conversion optimization",24,4.1,3,0.23
"Sales and conversion optimization",5,4.1,2,0.15
"Sales and conversion optimization",3,4.1,1,0.08
"Sales and conversion optimization",8,4.1,1,0.08
"Sales and conversion optimization",9,4.1,1,0.08
"Sales and conversion optimization",13,4.1,1,0.08
"Sales and conversion optimization",19,4.1,1,0.08
"Sales and conversion optimization",20,4.1,1,0.08
"Sales and conversion optimization",32,4.1,1,0.08
"Sales and conversion optimization",34,4.1,1,0.08
"Sales and conversion optimization",37,4.1,1,0.08
"Sales and conversion optimization",40,4.1,1,0.08
"Sales and conversion optimization",53,4.1,1,0.08
"Sales and conversion optimization",64,4.1,1,0.08
"Sales and conversion optimization",117,4.1,1,0.08
"Sales and conversion optimization",218,4.1,1,0.08
"Sales and conversion optimization",297,4.1,1,0.08
"Sales and conversion optimization",397,4.1,1,0.08
"Sales and conversion optimization",7,4.2,2,0.15
"Sales and conversion optimization",2,4.2,1,0.08
"Sales and conversion optimization",5,4.2,1,0.08
"Sales and conversion optimization",11,4.2,1,0.08
"Sales and conversion optimization",20,4.2,1,0.08
"Sales and conversion optimization",23,4.2,1,0.08
"Sales and conversion optimization",26,4.2,1,0.08
"Sales and conversion optimization",28,4.2,1,0.08
"Sales and conversion optimization",42,4.2,1,0.08
"Sales and conversion optimization",48,4.2,1,0.08
"Sales and conversion optimization",104,4.2,1,0.08
"Sales and conversion optimization",200,4.2,1,0.08
"Sales and conversion optimization",212,4.2,1,0.08
"Sales and conversion optimization",350,4.2,1,0.08
"Sales and conversion optimization",6,4.3,3,0.23
"Sales and conversion optimization",4,4.3,2,0.15
"Sales and conversion optimization",22,4.3,2,0.15
"Sales and conversion optimization",7,4.3,1,0.08
"Sales and conversion optimization",8,4.3,1,0.08
"Sales and conversion optimization",12,4.3,1,0.08
"Sales and conversion optimization",15,4.3,1,0.08
"Sales and conversion optimization",25,4.3,1,0.08
"Sales and conversion optimization",26,4.3,1,0.08
"Sales and conversion optimization",27,4.3,1,0.08
"Sales and conversion optimization",30,4.3,1,0.08
"Sales and conversion optimization",40,4.3,1,0.08
"Sales and conversion optimization",42,4.3,1,0.08
"Sales and conversion optimization",46,4.3,1,0.08
"Sales and conversion optimization",48,4.3,1,0.08
"Sales and conversion optimization",77,4.3,1,0.08
"Sales and conversion optimization",90,4.3,1,0.08
"Sales and conversion optimization",439,4.3,1,0.08
"Sales and conversion optimization",1082,4.3,1,0.08
"Sales and conversion optimization",1257,4.3,1,0.08
"Sales and conversion optimization",1605,4.3,1,0.08
"Sales and conversion optimization",5,4.4,2,0.15
"Sales and conversion optimization",7,4.4,2,0.15
"Sales and conversion optimization",2,4.4,1,0.08
"Sales and conversion optimization",9,4.4,1,0.08
"Sales and conversion optimization",10,4.4,1,0.08
"Sales and conversion optimization",11,4.4,1,0.08
"Sales and conversion optimization",12,4.4,1,0.08
"Sales and conversion optimization",24,4.4,1,0.08
"Sales and conversion optimization",26,4.4,1,0.08
"Sales and conversion optimization",33,4.4,1,0.08
"Sales and conversion optimization",53,4.4,1,0.08
"Sales and conversion optimization",57,4.4,1,0.08
"Sales and conversion optimization",63,4.4,1,0.08
"Sales and conversion optimization",68,4.4,1,0.08
"Sales and conversion optimization",89,4.4,1,0.08
"Sales and conversion optimization",166,4.4,1,0.08
"Sales and conversion optimization",174,4.4,1,0.08
"Sales and conversion optimization",183,4.4,1,0.08
"Sales and conversion optimization",624,4.4,1,0.08
"Sales and conversion optimization",693,4.4,1,0.08
"Sales and conversion optimization",2,4.5,4,0.31
"Sales and conversion optimization",8,4.5,3,0.23
"Sales and conversion optimization",5,4.5,2,0.15
"Sales and conversion optimization",7,4.5,2,0.15
"Sales and conversion optimization",122,4.5,2,0.15
"Sales and conversion optimization",4,4.5,1,0.08
"Sales and conversion optimization",6,4.5,1,0.08
"Sales and conversion optimization",11,4.5,1,0.08
"Sales and conversion optimization",19,4.5,1,0.08
"Sales and conversion optimization",21,4.5,1,0.08
"Sales and conversion optimization",22,4.5,1,0.08
"Sales and conversion optimization",27,4.5,1,0.08
"Sales and conversion optimization",28,4.5,1,0.08
"Sales and conversion optimization",29,4.5,1,0.08
"Sales and conversion optimization",34,4.5,1,0.08
"Sales and conversion optimization",37,4.5,1,0.08
"Sales and conversion optimization",47,4.5,1,0.08
"Sales and conversion optimization",50,4.5,1,0.08
"Sales and conversion optimization",57,4.5,1,0.08
"Sales and conversion optimization",64,4.5,1,0.08
"Sales and conversion optimization",71,4.5,1,0.08
"Sales and conversion optimization",78,4.5,1,0.08
"Sales and conversion optimization",97,4.5,1,0.08
"Sales and conversion optimization",161,4.5,1,0.08
"Sales and conversion optimization",242,4.5,1,0.08
"Sales and conversion optimization",260,4.5,1,0.08
"Sales and conversion optimization",288,4.5,1,0.08
"Sales and conversion optimization",300,4.5,1,0.08
"Sales and conversion optimization",586,4.5,1,0.08
"Sales and conversion optimization",672,4.5,1,0.08
"Sales and conversion optimization",922,4.5,1,0.08
"Sales and conversion optimization",1212,4.5,1,0.08
"Sales and conversion optimization",6,4.6,2,0.15
"Sales and conversion optimization",7,4.6,2,0.15
"Sales and conversion optimization",9,4.6,2,0.15
"Sales and conversion optimization",13,4.6,2,0.15
"Sales and conversion optimization",15,4.6,2,0.15
"Sales and conversion optimization",10,4.6,1,0.08
"Sales and conversion optimization",12,4.6,1,0.08
"Sales and conversion optimization",14,4.6,1,0.08
"Sales and conversion optimization",19,4.6,1,0.08
"Sales and conversion optimization",21,4.6,1,0.08
"Sales and conversion optimization",23,4.6,1,0.08
"Sales and conversion optimization",24,4.6,1,0.08
"Sales and conversion optimization",27,4.6,1,0.08
"Sales and conversion optimization",29,4.6,1,0.08
"Sales and conversion optimization",43,4.6,1,0.08
"Sales and conversion optimization",46,4.6,1,0.08
"Sales and conversion optimization",49,4.6,1,0.08
"Sales and conversion optimization",51,4.6,1,0.08
"Sales and conversion optimization",71,4.6,1,0.08
"Sales and conversion optimization",86,4.6,1,0.08
"Sales and conversion optimization",91,4.6,1,0.08
"Sales and conversion optimization",100,4.6,1,0.08
"Sales and conversion optimization",107,4.6,1,0.08
"Sales and conversion optimization",119,4.6,1,0.08
"Sales and conversion optimization",123,4.6,1,0.08
"Sales and conversion optimization",128,4.6,1,0.08
"Sales and conversion optimization",136,4.6,1,0.08
"Sales and conversion optimization",167,4.6,1,0.08
"Sales and conversion optimization",178,4.6,1,0.08
"Sales and conversion optimization",208,4.6,1,0.08
"Sales and conversion optimization",254,4.6,1,0.08
"Sales and conversion optimization",306,4.6,1,0.08
"Sales and conversion optimization",309,4.6,1,0.08
"Sales and conversion optimization",343,4.6,1,0.08
"Sales and conversion optimization",488,4.6,1,0.08
"Sales and conversion optimization",572,4.6,1,0.08
"Sales and conversion optimization",802,4.6,1,0.08
